X [m], Y [m], Z [m], MagneticFluxDensity X [T], MagneticFluxDensity Y [T], MagneticFluxDensity Z [T]
0.02585, 0.11, 0.003, 0.000271783, 0.000408653, 2.37444e-05
0.0257, 0.11, 0.003, 0.000269708, 0.000410197, 2.38531e-05
0.0254, 0.11, 0.003, 0.000269708, 0.000410197, 2.38531e-05
0.02555, 0.11, 0.003, 0.000269708, 0.000410197, 2.38531e-05
0.0254, 0.11, 0.003, 0.000267629, 0.000411722, 2.39625e-05
0.0251, 0.11, 0.003, 0.000267629, 0.000411722, 2.39625e-05
0.02525, 0.11, 0.003, 0.000267629, 0.000411722, 2.39625e-05
0.0251, 0.11, 0.003, 0.000265545, 0.000413228, 2.40728e-05
0.0248, 0.11, 0.003, 0.000265545, 0.000413228, 2.40728e-05
0.02495, 0.11, 0.003, 0.000265545, 0.000413228, 2.40728e-05
0.0248, 0.11, 0.003, 0.000263456, 0.000414714, 2.4184e-05
0.0245, 0.11, 0.003, 0.000263456, 0.000414714, 2.4184e-05
0.02465, 0.11, 0.003, 0.000263456, 0.000414714, 2.4184e-05
0.0245, 0.11, 0.003, 0.000261362, 0.00041618, 2.42959e-05
0.0242, 0.11, 0.003, 0.000261362, 0.00041618, 2.42959e-05
0.02435, 0.11, 0.003, 0.000261362, 0.00041618, 2.42959e-05
0.0242, 0.11, 0.003, 0.000259264, 0.000417627, 2.44086e-05
0.0239, 0.11, 0.003, 0.000259264, 0.000417627, 2.44086e-05
0.02405, 0.11, 0.003, 0.000259264, 0.000417627, 2.44086e-05
0.0239, 0.11, 0.003, 0.000257161, 0.000419054, 2.45222e-05
0.0236, 0.11, 0.003, 0.000257161, 0.000419054, 2.45222e-05
0.02375, 0.11, 0.003, 0.000257161, 0.000419054, 2.45222e-05
0.0236, 0.11, 0.003, 0.000255053, 0.000420461, 2.46366e-05
0.0233, 0.11, 0.003, 0.000255053, 0.000420461, 2.46366e-05
0.02345, 0.11, 0.003, 0.000255053, 0.000420461, 2.46366e-05
0.0233, 0.11, 0.003, 0.00025294, 0.000421849, 2.47517e-05
0.023, 0.11, 0.003, 0.00025294, 0.000421849, 2.47517e-05
0.02315, 0.11, 0.003, 0.00025294, 0.000421849, 2.47517e-05
0.023, 0.11, 0.003, 0.000250823, 0.000423217, 2.48677e-05
0.0227, 0.11, 0.003, 0.000250823, 0.000423217, 2.48677e-05
0.02285, 0.11, 0.003, 0.000250823, 0.000423217, 2.48677e-05
0.0227, 0.11, 0.003, 0.0002487, 0.000424565, 2.49846e-05
0.0224, 0.11, 0.003, 0.0002487, 0.000424565, 2.49846e-05
0.02255, 0.11, 0.003, 0.0002487, 0.000424565, 2.49846e-05
0.0224, 0.11, 0.003, 0.000246573, 0.000425894, 2.51022e-05
0.0221, 0.11, 0.003, 0.000246573, 0.000425894, 2.51022e-05
0.02225, 0.11, 0.003, 0.000246573, 0.000425894, 2.51022e-05
0.0221, 0.11, 0.003, 0.000244441, 0.000427204, 2.52206e-05
0.0218, 0.11, 0.003, 0.000244441, 0.000427204, 2.52206e-05
0.02195, 0.11, 0.003, 0.000244441, 0.000427204, 2.52206e-05
0.0218, 0.11, 0.003, 0.000242304, 0.000428493, 2.53399e-05
0.0215, 0.11, 0.003, 0.000242304, 0.000428493, 2.53399e-05
0.02165, 0.11, 0.003, 0.000242304, 0.000428493, 2.53399e-05
0.0215, 0.11, 0.003, 0.000240163, 0.000429763, 2.546e-05
0.0212, 0.11, 0.003, 0.000240163, 0.000429763, 2.546e-05
0.02135, 0.11, 0.003, 0.000240163, 0.000429763, 2.546e-05
0.0212, 0.11, 0.003, 0.000238017, 0.000431014, 2.55809e-05
0.0209, 0.11, 0.003, 0.000238017, 0.000431014, 2.55809e-05
0.02105, 0.11, 0.003, 0.000238017, 0.000431014, 2.55809e-05
0.0209, 0.11, 0.003, 0.000235866, 0.000432244, 2.57026e-05
0.0206, 0.11, 0.003, 0.000235866, 0.000432244, 2.57026e-05
0.02075, 0.11, 0.003, 0.000235866, 0.000432244, 2.57026e-05
0.0206, 0.11, 0.003, 0.00023371, 0.000433456, 2.58251e-05
0.0203, 0.11, 0.003, 0.00023371, 0.000433456, 2.58251e-05
0.02045, 0.11, 0.003, 0.00023371, 0.000433456, 2.58251e-05
0.0203, 0.11, 0.003, 0.000231549, 0.000434647, 2.59484e-05
0.02, 0.11, 0.003, 0.000231549, 0.000434647, 2.59484e-05
0.02015, 0.11, 0.003, 0.000231549, 0.000434647, 2.59484e-05
0.02, 0.11, 0.003, 0.000229384, 0.000435819, 2.60726e-05
0.0197, 0.11, 0.003, 0.000229384, 0.000435819, 2.60726e-05
0.01985, 0.11, 0.003, 0.000229384, 0.000435819, 2.60726e-05
0.0197, 0.11, 0.003, 0.000227213, 0.000436971, 2.61975e-05
0.0194, 0.11, 0.003, 0.000227213, 0.000436971, 2.61975e-05
0.01955, 0.11, 0.003, 0.000227213, 0.000436971, 2.61975e-05
0.0194, 0.11, 0.003, 0.000225038, 0.000438104, 2.63233e-05
0.0191, 0.11, 0.003, 0.000225038, 0.000438104, 2.63233e-05
0.01925, 0.11, 0.003, 0.000225038, 0.000438104, 2.63233e-05
0.0191, 0.11, 0.003, 0.000222858, 0.000439217, 2.64499e-05
0.0188, 0.11, 0.003, 0.000222858, 0.000439217, 2.64499e-05
0.01895, 0.11, 0.003, 0.000222858, 0.000439217, 2.64499e-05
0.0188, 0.11, 0.003, 0.000220674, 0.00044031, 2.65773e-05
0.0185, 0.11, 0.003, 0.000220674, 0.00044031, 2.65773e-05
0.01865, 0.11, 0.003, 0.000220674, 0.00044031, 2.65773e-05
0.0185, 0.11, 0.003, 0.000218485, 0.000441384, 2.67055e-05
0.0182, 0.11, 0.003, 0.000218485, 0.000441384, 2.67055e-05
0.01835, 0.11, 0.003, 0.000218485, 0.000441384, 2.67055e-05
0.0182, 0.11, 0.003, 0.00021629, 0.000442438, 2.68346e-05
0.0179, 0.11, 0.003, 0.00021629, 0.000442438, 2.68346e-05
0.01805, 0.11, 0.003, 0.00021629, 0.000442438, 2.68346e-05
0.0179, 0.11, 0.003, 0.000214091, 0.000443473, 2.69644e-05
0.0176, 0.11, 0.003, 0.000214091, 0.000443473, 2.69644e-05
0.01775, 0.11, 0.003, 0.000214091, 0.000443473, 2.69644e-05
0.0176, 0.11, 0.003, 0.000211888, 0.000444488, 2.70951e-05
0.0173, 0.11, 0.003, 0.000211888, 0.000444488, 2.70951e-05
0.01745, 0.11, 0.003, 0.000211888, 0.000444488, 2.70951e-05
0.0173, 0.11, 0.003, 0.000209679, 0.000445483, 2.72266e-05
0.017, 0.11, 0.003, 0.000209679, 0.000445483, 2.72266e-05
0.01715, 0.11, 0.003, 0.000209679, 0.000445483, 2.72266e-05
0.017, 0.11, 0.003, 0.000207466, 0.000446459, 2.73589e-05
0.0167, 0.11, 0.003, 0.000207466, 0.000446459, 2.73589e-05
0.01685, 0.11, 0.003, 0.000207466, 0.000446459, 2.73589e-05
0.0167, 0.11, 0.003, 0.000205248, 0.000447415, 2.7492e-05
0.0164, 0.11, 0.003, 0.000205248, 0.000447415, 2.7492e-05
0.01655, 0.11, 0.003, 0.000205248, 0.000447415, 2.7492e-05
0.0164, 0.11, 0.003, 0.000203025, 0.000448351, 2.76259e-05
0.0161, 0.11, 0.003, 0.000203025, 0.000448351, 2.76259e-05
0.01625, 0.11, 0.003, 0.000203025, 0.000448351, 2.76259e-05
0.0161, 0.11, 0.003, 0.000200797, 0.000449268, 2.77607e-05
0.0158, 0.11, 0.003, 0.000200797, 0.000449268, 2.77607e-05
0.01595, 0.11, 0.003, 0.000200797, 0.000449268, 2.77607e-05
0.0158, 0.11, 0.003, 0.000198565, 0.000450165, 2.78962e-05
0.0155, 0.11, 0.003, 0.000198565, 0.000450165, 2.78962e-05
0.01565, 0.11, 0.003, 0.000198565, 0.000450165, 2.78962e-05
0.0155, 0.11, 0.003, 0.000196327, 0.000451043, 2.80326e-05
0.0152, 0.11, 0.003, 0.000196327, 0.000451043, 2.80326e-05
0.01535, 0.11, 0.003, 0.000196327, 0.000451043, 2.80326e-05
0.0152, 0.11, 0.003, 0.000194085, 0.000451901, 2.81698e-05
0.0149, 0.11, 0.003, 0.000194085, 0.000451901, 2.81698e-05
0.01505, 0.11, 0.003, 0.000194085, 0.000451901, 2.81698e-05
0.0149, 0.11, 0.003, 0.000191838, 0.000452739, 2.83078e-05
0.0146, 0.11, 0.003, 0.000191838, 0.000452739, 2.83078e-05
0.01475, 0.11, 0.003, 0.000191838, 0.000452739, 2.83078e-05
0.0146, 0.11, 0.003, 0.000189587, 0.000453558, 2.84466e-05
0.0143, 0.11, 0.003, 0.000189587, 0.000453558, 2.84466e-05
0.01445, 0.11, 0.003, 0.000189587, 0.000453558, 2.84466e-05
0.0143, 0.11, 0.003, 0.00018733, 0.000454357, 2.85862e-05
0.014, 0.11, 0.003, 0.00018733, 0.000454357, 2.85862e-05
0.01415, 0.11, 0.003, 0.00018733, 0.000454357, 2.85862e-05
0.014, 0.11, 0.003, 0.000185069, 0.000455136, 2.87267e-05
0.0137, 0.11, 0.003, 0.000185069, 0.000455136, 2.87267e-05
0.01385, 0.11, 0.003, 0.000185069, 0.000455136, 2.87267e-05
0.0137, 0.11, 0.003, 0.000182803, 0.000455896, 2.88679e-05
0.0134, 0.11, 0.003, 0.000182803, 0.000455896, 2.88679e-05
0.01355, 0.11, 0.003, 0.000182803, 0.000455896, 2.88679e-05
0.0134, 0.11, 0.003, 0.000180532, 0.000456636, 2.901e-05
0.0131, 0.11, 0.003, 0.000180532, 0.000456636, 2.901e-05
0.01325, 0.11, 0.003, 0.000180532, 0.000456636, 2.901e-05
0.0131, 0.11, 0.003, 0.000178257, 0.000457357, 2.91529e-05
0.0128, 0.11, 0.003, 0.000178257, 0.000457357, 2.91529e-05
0.01295, 0.11, 0.003, 0.000178257, 0.000457357, 2.91529e-05
0.0128, 0.11, 0.003, 0.000175976, 0.000458058, 2.92966e-05
0.0125, 0.11, 0.003, 0.000175976, 0.000458058, 2.92966e-05
0.01265, 0.11, 0.003, 0.000175976, 0.000458058, 2.92966e-05
0.0125, 0.11, 0.003, 0.000173691, 0.000458739, 2.94411e-05
0.0122, 0.11, 0.003, 0.000173691, 0.000458739, 2.94411e-05
0.01235, 0.11, 0.003, 0.000173691, 0.000458739, 2.94411e-05
0.0122, 0.11, 0.003, 0.000171401, 0.000459401, 2.95865e-05
0.0119, 0.11, 0.003, 0.000171401, 0.000459401, 2.95865e-05
0.01205, 0.11, 0.003, 0.000171401, 0.000459401, 2.95865e-05
0.0119, 0.11, 0.003, 0.000169106, 0.000460043, 2.97326e-05
0.0116, 0.11, 0.003, 0.000169106, 0.000460043, 2.97326e-05
0.01175, 0.11, 0.003, 0.000169106, 0.000460043, 2.97326e-05
0.0116, 0.11, 0.003, 0.000166807, 0.000460666, 2.98796e-05
0.0113, 0.11, 0.003, 0.000166807, 0.000460666, 2.98796e-05
0.01145, 0.11, 0.003, 0.000166807, 0.000460666, 2.98796e-05
0.0113, 0.11, 0.003, 0.000164503, 0.000461268, 3.00274e-05
0.011, 0.11, 0.003, 0.000164503, 0.000461268, 3.00274e-05
0.01115, 0.11, 0.003, 0.000164503, 0.000461268, 3.00274e-05
0.011, 0.11, 0.003, 0.000162193, 0.000461852, 3.0176e-05
0.0107, 0.11, 0.003, 0.000162193, 0.000461852, 3.0176e-05
0.01085, 0.11, 0.003, 0.000162193, 0.000461852, 3.0176e-05
0.0107, 0.11, 0.003, 0.00015988, 0.000462415, 3.03254e-05
0.0104, 0.11, 0.003, 0.00015988, 0.000462415, 3.03254e-05
0.01055, 0.11, 0.003, 0.00015988, 0.000462415, 3.03254e-05
0.0104, 0.11, 0.003, 0.000157561, 0.000462959, 3.04756e-05
0.0101, 0.11, 0.003, 0.000157561, 0.000462959, 3.04756e-05
0.01025, 0.11, 0.003, 0.000157561, 0.000462959, 3.04756e-05
0.0101, 0.11, 0.003, 0.000155237, 0.000463484, 3.06266e-05
0.0098, 0.11, 0.003, 0.000155237, 0.000463484, 3.06266e-05
0.00995, 0.11, 0.003, 0.000155237, 0.000463484, 3.06266e-05
0.0098, 0.11, 0.003, 0.000152909, 0.000463988, 3.07785e-05
0.0095, 0.11, 0.003, 0.000152909, 0.000463988, 3.07785e-05
0.00965, 0.11, 0.003, 0.000152909, 0.000463988, 3.07785e-05
0.0095, 0.11, 0.003, 0.000150576, 0.000464474, 3.09311e-05
0.0092, 0.11, 0.003, 0.000150576, 0.000464474, 3.09311e-05
0.00935, 0.11, 0.003, 0.000150576, 0.000464474, 3.09311e-05
0.0092, 0.11, 0.003, 0.000148238, 0.000464939, 3.10846e-05
0.0089, 0.11, 0.003, 0.000148238, 0.000464939, 3.10846e-05
0.00905, 0.11, 0.003, 0.000148238, 0.000464939, 3.10846e-05
0.0089, 0.11, 0.003, 0.000145896, 0.000465385, 3.12389e-05
0.0086, 0.11, 0.003, 0.000145896, 0.000465385, 3.12389e-05
0.00875, 0.11, 0.003, 0.000145896, 0.000465385, 3.12389e-05
0.0086, 0.11, 0.003, 0.000143548, 0.000465811, 3.1394e-05
0.0083, 0.11, 0.003, 0.000143548, 0.000465811, 3.1394e-05
0.00845, 0.11, 0.003, 0.000143548, 0.000465811, 3.1394e-05
0.0083, 0.11, 0.003, 0.000141196, 0.000466218, 3.155e-05
0.008, 0.11, 0.003, 0.000141196, 0.000466218, 3.155e-05
0.00815, 0.11, 0.003, 0.000141196, 0.000466218, 3.155e-05
0.008, 0.11, 0.003, 0.000138839, 0.000466605, 3.17067e-05
0.0077, 0.11, 0.003, 0.000138839, 0.000466605, 3.17067e-05
0.00785, 0.11, 0.003, 0.000138839, 0.000466605, 3.17067e-05
0.0077, 0.11, 0.003, 0.000136477, 0.000466972, 3.18643e-05
0.0074, 0.11, 0.003, 0.000136477, 0.000466972, 3.18643e-05
0.00755, 0.11, 0.003, 0.000136477, 0.000466972, 3.18643e-05
0.0074, 0.11, 0.003, 0.000134111, 0.00046732, 3.20226e-05
0.0071, 0.11, 0.003, 0.000134111, 0.00046732, 3.20226e-05
0.00725, 0.11, 0.003, 0.000134111, 0.00046732, 3.20226e-05
0.0071, 0.11, 0.003, 0.000131739, 0.000467648, 3.21818e-05
0.0068, 0.11, 0.003, 0.000131739, 0.000467648, 3.21818e-05
0.00695, 0.11, 0.003, 0.000131739, 0.000467648, 3.21818e-05
0.0068, 0.11, 0.003, 0.000129363, 0.000467957, 3.23418e-05
0.0065, 0.11, 0.003, 0.000129363, 0.000467957, 3.23418e-05
0.00665, 0.11, 0.003, 0.000129363, 0.000467957, 3.23418e-05
0.0065, 0.11, 0.003, 0.000126982, 0.000468245, 3.25026e-05
0.0062, 0.11, 0.003, 0.000126982, 0.000468245, 3.25026e-05
0.00635, 0.11, 0.003, 0.000126982, 0.000468245, 3.25026e-05
0.0062, 0.11, 0.003, 0.000124596, 0.000468515, 3.26643e-05
0.0059, 0.11, 0.003, 0.000124596, 0.000468515, 3.26643e-05
0.00605, 0.11, 0.003, 0.000124596, 0.000468515, 3.26643e-05
0.0059, 0.11, 0.003, 0.000122206, 0.000468764, 3.28267e-05
0.0056, 0.11, 0.003, 0.000122206, 0.000468764, 3.28267e-05
0.00575, 0.11, 0.003, 0.000122206, 0.000468764, 3.28267e-05
0.0056, 0.11, 0.003, 0.000119811, 0.000468994, 3.299e-05
0.0053, 0.11, 0.003, 0.000119811, 0.000468994, 3.299e-05
0.00545, 0.11, 0.003, 0.000119811, 0.000468994, 3.299e-05
0.0053, 0.11, 0.003, 0.000117411, 0.000469205, 3.3154e-05
0.005, 0.11, 0.003, 0.000117411, 0.000469205, 3.3154e-05
0.00515, 0.11, 0.003, 0.000117411, 0.000469205, 3.3154e-05
0.005, 0.11, 0.003, 0.000115006, 0.000469396, 3.33189e-05
0.0047, 0.11, 0.003, 0.000115006, 0.000469396, 3.33189e-05
0.00485, 0.11, 0.003, 0.000115006, 0.000469396, 3.33189e-05
0.0047, 0.11, 0.003, 0.000112596, 0.000469567, 3.34846e-05
0.0044, 0.11, 0.003, 0.000112596, 0.000469567, 3.34846e-05
0.00455, 0.11, 0.003, 0.000112596, 0.000469567, 3.34846e-05
0.0044, 0.11, 0.003, 0.000110182, 0.000469718, 3.36512e-05
0.0041, 0.11, 0.003, 0.000110182, 0.000469718, 3.36512e-05
0.00425, 0.11, 0.003, 0.000110182, 0.000469718, 3.36512e-05
0.0041, 0.11, 0.003, 0.000107762, 0.00046985, 3.38185e-05
0.0038, 0.11, 0.003, 0.000107762, 0.00046985, 3.38185e-05
0.00395, 0.11, 0.003, 0.000107762, 0.00046985, 3.38185e-05
0.0038, 0.11, 0.003, 0.000105338, 0.000469962, 3.39866e-05
0.0035, 0.11, 0.003, 0.000105338, 0.000469962, 3.39866e-05
0.00365, 0.11, 0.003, 0.000105338, 0.000469962, 3.39866e-05
0.0035, 0.11, 0.003, 0.000102909, 0.000470055, 3.41556e-05
0.0032, 0.11, 0.003, 0.000102909, 0.000470055, 3.41556e-05
0.00335, 0.11, 0.003, 0.000102909, 0.000470055, 3.41556e-05
0.0032, 0.11, 0.003, 0.000100476, 0.000470128, 3.43254e-05
0.0029, 0.11, 0.003, 0.000100476, 0.000470128, 3.43254e-05
0.00305, 0.11, 0.003, 0.000100476, 0.000470128, 3.43254e-05
0.0029, 0.11, 0.003, 9.80374e-05, 0.000470182, 3.4496e-05
0.0026, 0.11, 0.003, 9.80374e-05, 0.000470182, 3.4496e-05
0.00275, 0.11, 0.003, 9.80374e-05, 0.000470182, 3.4496e-05
0.0026, 0.11, 0.003, 9.55942e-05, 0.000470215, 3.46674e-05
0.0023, 0.11, 0.003, 9.55942e-05, 0.000470215, 3.46674e-05
0.00245, 0.11, 0.003, 9.55942e-05, 0.000470215, 3.46674e-05
0.0023, 0.11, 0.003, 9.31462e-05, 0.00047023, 3.48396e-05
0.002, 0.11, 0.003, 9.31462e-05, 0.00047023, 3.48396e-05
0.00215, 0.11, 0.003, 9.31462e-05, 0.00047023, 3.48396e-05
0.002, 0.11, 0.003, 9.06934e-05, 0.000470224, 3.50126e-05
0.0017, 0.11, 0.003, 9.06934e-05, 0.000470224, 3.50126e-05
0.00185, 0.11, 0.003, 9.06934e-05, 0.000470224, 3.50126e-05
0.0017, 0.11, 0.003, 8.82359e-05, 0.000470199, 3.51865e-05
0.0014, 0.11, 0.003, 8.82359e-05, 0.000470199, 3.51865e-05
0.00155, 0.11, 0.003, 8.82359e-05, 0.000470199, 3.51865e-05
0.0014, 0.11, 0.003, 8.57735e-05, 0.000470154, 3.53612e-05
0.0011, 0.11, 0.003, 8.57735e-05, 0.000470154, 3.53612e-05
0.00125, 0.11, 0.003, 8.57735e-05, 0.000470154, 3.53612e-05
0.0011, 0.11, 0.003, 8.33064e-05, 0.00047009, 3.55367e-05
0.0008, 0.11, 0.003, 8.33064e-05, 0.00047009, 3.55367e-05
0.00095, 0.11, 0.003, 8.33064e-05, 0.00047009, 3.55367e-05
0.0008, 0.11, 0.003, 8.08345e-05, 0.000470006, 3.57129e-05
0.0005, 0.11, 0.003, 8.08345e-05, 0.000470006, 3.57129e-05
0.00065, 0.11, 0.003, 8.08345e-05, 0.000470006, 3.57129e-05
0.0005, 0.11, 0.003, 7.83577e-05, 0.000469903, 3.58901e-05
0.0002, 0.11, 0.003, 7.83577e-05, 0.000469903, 3.58901e-05
0.00035, 0.11, 0.003, 7.83577e-05, 0.000469903, 3.58901e-05
0.0002, 0.11, 0.003, 7.58762e-05, 0.000469779, 3.6068e-05
-0.0001, 0.11, 0.003, 7.58762e-05, 0.000469779, 3.6068e-05
5e-05, 0.11, 0.003, 7.58762e-05, 0.000469779, 3.6068e-05
-0.0001, 0.11, 0.003, 7.33899e-05, 0.000469637, 3.62467e-05
-0.0004, 0.11, 0.003, 7.33899e-05, 0.000469637, 3.62467e-05
-0.00025, 0.11, 0.003, 7.33899e-05, 0.000469637, 3.62467e-05
-0.0004, 0.11, 0.003, 7.08989e-05, 0.000469474, 3.64263e-05
-0.0007, 0.11, 0.003, 7.08989e-05, 0.000469474, 3.64263e-05
-0.00055, 0.11, 0.003, 7.08989e-05, 0.000469474, 3.64263e-05
-0.0007, 0.11, 0.003, 6.8403e-05, 0.000469292, 3.66067e-05
-0.001, 0.11, 0.003, 6.8403e-05, 0.000469292, 3.66067e-05
-0.00085, 0.11, 0.003, 6.8403e-05, 0.000469292, 3.66067e-05
-0.001, 0.11, 0.003, 6.59023e-05, 0.00046909, 3.67878e-05
-0.0013, 0.11, 0.003, 6.59023e-05, 0.00046909, 3.67878e-05
-0.00115, 0.11, 0.003, 6.59023e-05, 0.00046909, 3.67878e-05
-0.0013, 0.11, 0.003, 6.37034e-05, 0.000468807, 3.67971e-05
-0.0016, 0.11, 0.003, 6.37034e-05, 0.000468807, 3.67971e-05
-0.00145, 0.11, 0.003, 6.37034e-05, 0.000468807, 3.67971e-05
-0.0016, 0.11, 0.003, 6.2145e-05, 0.000468376, 3.64463e-05
-0.0019, 0.11, 0.003, 6.2145e-05, 0.000468376, 3.64463e-05
-0.00175, 0.11, 0.003, 6.2145e-05, 0.000468376, 3.64463e-05
-0.0019, 0.11, 0.003, 6.05867e-05, 0.00046793, 3.60977e-05
-0.0022, 0.11, 0.003, 6.05867e-05, 0.00046793, 3.60977e-05
-0.00205, 0.11, 0.003, 6.05867e-05, 0.00046793, 3.60977e-05
-0.0022, 0.11, 0.003, 5.90284e-05, 0.000467468, 3.57514e-05
-0.0025, 0.11, 0.003, 5.90284e-05, 0.000467468, 3.57514e-05
-0.00235, 0.11, 0.003, 5.90284e-05, 0.000467468, 3.57514e-05
-0.0025, 0.11, 0.003, 5.74701e-05, 0.000466991, 3.54073e-05
-0.0028, 0.11, 0.003, 5.74701e-05, 0.000466991, 3.54073e-05
-0.00265, 0.11, 0.003, 5.74701e-05, 0.000466991, 3.54073e-05
-0.0028, 0.11, 0.003, 5.59119e-05, 0.000466498, 3.50654e-05
-0.0031, 0.11, 0.003, 5.59119e-05, 0.000466498, 3.50654e-05
-0.00295, 0.11, 0.003, 5.59119e-05, 0.000466498, 3.50654e-05
-0.0031, 0.11, 0.003, 5.43537e-05, 0.000465989, 3.47258e-05
-0.0034, 0.11, 0.003, 5.43537e-05, 0.000465989, 3.47258e-05
-0.00325, 0.11, 0.003, 5.43537e-05, 0.000465989, 3.47258e-05
-0.0034, 0.11, 0.003, 5.27955e-05, 0.000465465, 3.43884e-05
-0.0037, 0.11, 0.003, 5.27955e-05, 0.000465465, 3.43884e-05
-0.00355, 0.11, 0.003, 5.27955e-05, 0.000465465, 3.43884e-05
-0.0037, 0.11, 0.003, 5.12374e-05, 0.000464925, 3.40532e-05
-0.004, 0.11, 0.003, 5.12374e-05, 0.000464925, 3.40532e-05
-0.00385, 0.11, 0.003, 5.12374e-05, 0.000464925, 3.40532e-05
-0.004, 0.11, 0.003, 4.96792e-05, 0.00046437, 3.37203e-05
-0.0043, 0.11, 0.003, 4.96792e-05, 0.00046437, 3.37203e-05
-0.00415, 0.11, 0.003, 4.96792e-05, 0.00046437, 3.37203e-05
-0.0043, 0.11, 0.003, 4.81212e-05, 0.000463799, 3.33896e-05
-0.0046, 0.11, 0.003, 4.81212e-05, 0.000463799, 3.33896e-05
-0.00445, 0.11, 0.003, 4.81212e-05, 0.000463799, 3.33896e-05
-0.0046, 0.11, 0.003, 4.65631e-05, 0.000463212, 3.30611e-05
-0.0049, 0.11, 0.003, 4.65631e-05, 0.000463212, 3.30611e-05
-0.00475, 0.11, 0.003, 4.65631e-05, 0.000463212, 3.30611e-05
-0.0049, 0.11, 0.003, 4.50051e-05, 0.00046261, 3.27349e-05
-0.0052, 0.11, 0.003, 4.50051e-05, 0.00046261, 3.27349e-05
-0.00505, 0.11, 0.003, 4.50051e-05, 0.00046261, 3.27349e-05
-0.0052, 0.11, 0.003, 4.34471e-05, 0.000461993, 3.24109e-05
-0.0055, 0.11, 0.003, 4.34471e-05, 0.000461993, 3.24109e-05
-0.00535, 0.11, 0.003, 4.34471e-05, 0.000461993, 3.24109e-05
-0.0055, 0.11, 0.003, 4.18892e-05, 0.000461359, 3.20891e-05
-0.0058, 0.11, 0.003, 4.18892e-05, 0.000461359, 3.20891e-05
-0.00565, 0.11, 0.003, 4.18892e-05, 0.000461359, 3.20891e-05
-0.0058, 0.11, 0.003, 4.03312e-05, 0.000460711, 3.17696e-05
-0.0061, 0.11, 0.003, 4.03312e-05, 0.000460711, 3.17696e-05
-0.00595, 0.11, 0.003, 4.03312e-05, 0.000460711, 3.17696e-05
-0.0061, 0.11, 0.003, 3.87734e-05, 0.000460046, 3.14523e-05
-0.0064, 0.11, 0.003, 3.87734e-05, 0.000460046, 3.14523e-05
-0.00625, 0.11, 0.003, 3.87734e-05, 0.000460046, 3.14523e-05
-0.0064, 0.11, 0.003, 3.72155e-05, 0.000459366, 3.11372e-05
-0.0067, 0.11, 0.003, 3.72155e-05, 0.000459366, 3.11372e-05
-0.00655, 0.11, 0.003, 3.72155e-05, 0.000459366, 3.11372e-05
-0.0067, 0.11, 0.003, 3.56577e-05, 0.000458671, 3.08244e-05
-0.007, 0.11, 0.003, 3.56577e-05, 0.000458671, 3.08244e-05
-0.00685, 0.11, 0.003, 3.56577e-05, 0.000458671, 3.08244e-05
-0.007, 0.11, 0.003, 3.40999e-05, 0.00045796, 3.05138e-05
-0.0073, 0.11, 0.003, 3.40999e-05, 0.00045796, 3.05138e-05
-0.00715, 0.11, 0.003, 3.40999e-05, 0.00045796, 3.05138e-05
-0.0073, 0.11, 0.003, 3.25421e-05, 0.000457233, 3.02054e-05
-0.0076, 0.11, 0.003, 3.25421e-05, 0.000457233, 3.02054e-05
-0.00745, 0.11, 0.003, 3.25421e-05, 0.000457233, 3.02054e-05
-0.0076, 0.11, 0.003, 3.09844e-05, 0.000456491, 2.98993e-05
-0.0079, 0.11, 0.003, 3.09844e-05, 0.000456491, 2.98993e-05
-0.00775, 0.11, 0.003, 3.09844e-05, 0.000456491, 2.98993e-05
-0.0079, 0.11, 0.003, 2.94267e-05, 0.000455733, 2.95954e-05
-0.0082, 0.11, 0.003, 2.94267e-05, 0.000455733, 2.95954e-05
-0.00805, 0.11, 0.003, 2.94267e-05, 0.000455733, 2.95954e-05
-0.0082, 0.11, 0.003, 2.78691e-05, 0.000454959, 2.92937e-05
-0.0085, 0.11, 0.003, 2.78691e-05, 0.000454959, 2.92937e-05
-0.00835, 0.11, 0.003, 2.78691e-05, 0.000454959, 2.92937e-05
-0.0085, 0.11, 0.003, 2.63114e-05, 0.00045417, 2.89943e-05
-0.0088, 0.11, 0.003, 2.63114e-05, 0.00045417, 2.89943e-05
-0.00865, 0.11, 0.003, 2.63114e-05, 0.00045417, 2.89943e-05
-0.0088, 0.11, 0.003, 2.47538e-05, 0.000453366, 2.86971e-05
-0.0091, 0.11, 0.003, 2.47538e-05, 0.000453366, 2.86971e-05
-0.00895, 0.11, 0.003, 2.47538e-05, 0.000453366, 2.86971e-05
-0.0091, 0.11, 0.003, 2.31963e-05, 0.000452546, 2.84021e-05
-0.0094, 0.11, 0.003, 2.31963e-05, 0.000452546, 2.84021e-05
-0.00925, 0.11, 0.003, 2.31963e-05, 0.000452546, 2.84021e-05
-0.0094, 0.11, 0.003, 2.16387e-05, 0.00045171, 2.81094e-05
-0.0097, 0.11, 0.003, 2.16387e-05, 0.00045171, 2.81094e-05
-0.00955, 0.11, 0.003, 2.16387e-05, 0.00045171, 2.81094e-05
-0.0097, 0.11, 0.003, 2.00812e-05, 0.000450859, 2.78189e-05
-0.01, 0.11, 0.003, 2.00812e-05, 0.000450859, 2.78189e-05
-0.00985, 0.11, 0.003, 2.00812e-05, 0.000450859, 2.78189e-05
